revisionId	branch	timestamp	comment	parent1	parent2
7322:e57721d2d320	infinica_5.1_mbranicky	Mon Sep 19 09:31:44 CEST 2016	mbranicky	WP-857 Implement a possibility to manage HT comments	7254:0fff8693ebc8	null
7321:d62e4f53316a	infinica_5.1	Mon Sep 19 02:57:29 CEST 2016	christopher.prengel@infinica.com	clone new feature files from /gherkin	null	null
7320:ac1ab97de584	infinica_5.1	Mon Sep 19 02:50:44 CEST 2016	christopher.prengel@infinica.com	clone new/modified step files fron /gherkin	null	null
7319:eb052ff9630c	infinica_5.1	Mon Sep 19 02:38:51 CEST 2016	christopher.prengel@infinica.com	clone new/changed *.feature files from /gherkin	null	null
7318:1d5e1393e751	infinica_5.1	Sun Sep 18 19:56:11 CEST 2016	christopher.prengel@infinica.com	*.feature: clone in new/changed features	null	null
7317:ce02da8bc107	infinica_5.1	Sat Sep 17 05:17:43 CEST 2016	christopher.prengel@infinica.com	Merge	7316:93a67a9ac4f7	7316:93a67a9ac4f7
7316:93a67a9ac4f7	infinica_5.1	Sat Sep 17 05:15:50 CEST 2016	christopher.prengel@infinica.com	ComposerDocumentSteps.py:	7278:2047b04db6af	null
7315:6255f17e6fcd	infinica_5.0_tthonhofer	Fri Sep 16 17:43:43 CEST 2016	tthonhofer	Merge with infinica_5.1	7314:668671e5e294	7314:668671e5e294
7314:668671e5e294	infinica_5.0_tthonhofer	Fri Sep 16 17:41:02 CEST 2016	tthonhofer	Improvements to Datafield	null	null
7313:6a97c8bb8476	infinica_5.0_tthonhofer	Sun Sep 11 20:38:38 CEST 2016	tthonhofer	Merge with infinica_5.1_tthonhofer	7312:58430e5a3807	7312:58430e5a3807
7312:58430e5a3807	infinica_5.0_tthonhofer	Sun Sep 11 20:31:50 CEST 2016	tthonhofer	Adapted process designer for engine plugin changes	7157:aabd9c53f1a1	null
7311:a4ab3c189e2c	infinica_5.1	Mon Sep 19 11:07:25 CEST 2016	tthonhofer	Fixed wrong IDataStoreType in PD	null	null
7310:9c5721b9c794	infinica_5.1	Fri Sep 16 17:37:24 CEST 2016	tthonhofer	Merge	7293:44c77ad6be70	7293:44c77ad6be70
7309:1f4228c42631	infinica_5.0	Fri Sep 16 14:50:54 CEST 2016	mleitner	#CP-149: RAL throws UnmarshalException when trying to fetch children of non existing resources	null	null
7308:689108932cb0	infinica_5.0	Fri Sep 16 14:00:22 CEST 2016	mleitner	#CP-154: RAL: COPY doesn't create copy of source in target anymore	null	null
7307:39672d2ea067	infinica_5.0	Fri Sep 16 11:58:37 CEST 2016	mleitner	#CP-155: Status code doesn't get resolved	7305:425a695404be	null
7306:83bfe0bab13f	infinica_5.0_tmertes	Fri Sep 16 10:57:39 CEST 2016	tmertes	Merge with infinica_5.0	7304:f92b5a889d9f	7304:f92b5a889d9f
7305:425a695404be	infinica_5.0	Fri Sep 16 10:56:20 CEST 2016	tmertes	Merge with infinica_5.0_tmertes	7301:1044c873b119	7301:1044c873b119
7304:f92b5a889d9f	infinica_5.0_tmertes	Fri Sep 16 10:55:23 CEST 2016	tmertes	Merge with infinica_5.0	7303:a95cb9325d8c	7303:a95cb9325d8c
7303:a95cb9325d8c	infinica_5.0_tmertes	Fri Sep 16 10:52:39 CEST 2016	tmertes	TD-2305: Add table creation dialog to enter the number of colums and rows	null	null
7302:7a8a780509fe	infinica_5.0_tmertes	Fri Sep 16 10:44:29 CEST 2016	tmertes	Remove outdated bundle for compatibility layer for Eclipse 2.x.	7251:6429471f2b01	null
7301:1044c873b119	infinica_5.0	Fri Sep 16 03:43:56 CEST 2016	mleitner	#CP-163: NewWebDavVariants2IT.testPce961()	7294:9b83a55c3b75	null
7300:35cfc9bca6ea	infinica_5.1	Thu Sep 15 20:12:37 CEST 2016	mschedenig	Merge with infinica_5.1_mschedenig	7292:0fc430d7d270	7292:0fc430d7d270
7299:e0aa9207c928	infinica_5.1_mschedenig	Thu Sep 15 20:11:58 CEST 2016	mschedenig	Merge fixes.	null	null
7298:8c2c0175b20c	infinica_5.1_mschedenig	Thu Sep 15 20:11:18 CEST 2016	mschedenig	Merge fixes.	null	null
7297:bc47b55726e2	infinica_5.1_mschedenig	Thu Sep 15 17:01:24 CEST 2016	mschedenig	Merge with infinica_5.1	7296:f670696e61c8	7296:f670696e61c8
7296:f670696e61c8	infinica_5.1_mschedenig	Thu Sep 15 16:59:26 CEST 2016	mschedenig	Primitive JSON type (probably still needs some improvements).	null	null
7295:7a83c7f87877	infinica_5.1_mschedenig	Thu Sep 15 16:17:57 CEST 2016	mschedenig	Moved data store types to separate module.	7291:bbd598ce2493	null
7294:9b83a55c3b75	infinica_5.0	Thu Sep 15 16:24:39 CEST 2016	mleitner	#CP-163: NewWebDavVariants2IT.testPce961()	7282:f26bd2aa5d32	null
7293:44c77ad6be70	infinica_5.1	Fri Sep 16 17:35:05 CEST 2016	tthonhofer	Fixed PE-347	null	null
7292:0fc430d7d270	infinica_5.1	Thu Sep 15 15:58:06 CEST 2016	tthonhofer	Merge	7288:f10b85fa751d	7288:f10b85fa751d
7291:bbd598ce2493	infinica_5.1_mschedenig	Thu Sep 15 15:12:57 CEST 2016	mschedenig	Data store types are now also defined in XML descriptors.	null	null
7290:e0b5eceaea09	infinica_5.1_mschedenig	Thu Sep 15 11:52:52 CEST 2016	mschedenig	Code cleanup.	null	null
7289:3fe630357859	infinica_5.1_mschedenig	Thu Sep 15 11:40:16 CEST 2016	mschedenig	Type conversions are now defined in XML.	7274:be4960627e52	null
7288:f10b85fa751d	infinica_5.1	Thu Sep 15 15:57:15 CEST 2016	tthonhofer	Fixed task type problems in PD and TM	7275:c6a53791193f	null
7287:ed88d2a5ecb2	infinica_5.1	Thu Sep 15 14:02:57 CEST 2016	mleitner	removed Serializer feature: store insertion point information in the head section and reference it from the body	null	null
7286:d2c7500c3716	infinica_5.1	Thu Sep 15 12:57:35 CEST 2016	mleitner	Merge with infinica_5.0	7285:8e1e657e3c5d	7285:8e1e657e3c5d
7285:8e1e657e3c5d	infinica_5.1	Thu Sep 15 11:30:10 CEST 2016	mleitner	fixed tests in merged code	null	null
7284:fa47761e1100	infinica_5.1	Thu Sep 15 11:09:46 CEST 2016	mleitner	cleaned up merged code	null	null
7283:2d78f43e212c	infinica_5.1	Thu Sep 15 10:46:55 CEST 2016	mleitner	Merge with infinica_5.0	7278:2047b04db6af	7278:2047b04db6af
7282:f26bd2aa5d32	infinica_5.0	Thu Sep 15 12:13:54 CEST 2016	mleitner	#TD-2298: Add signature form field to Template Designer	null	null
7281:723e1c952b64	infinica_5.0	Wed Sep 14 16:32:39 CEST 2016	mleitner	#TD-2299: Add signature form field as ModelElement	null	null
7280:366f9a7ae323	infinica_5.0	Wed Sep 14 14:42:13 CEST 2016	mleitner	#TD-2302: test signature form handling in PE module pdf-forms	null	null
7279:a57187d0a822	infinica_5.0	Wed Sep 14 14:32:10 CEST 2016	mleitner	#TD-2301: handle signature form field in PdfForm/PdfFormDefinition	7276:1112881155ce	null
7278:2047b04db6af	infinica_5.1	Wed Sep 14 21:32:00 CEST 2016	christopher.prengel@infinica.com	Merge	7277:92e8b04bf97c	7277:92e8b04bf97c
7277:92e8b04bf97c	infinica_5.1	Wed Sep 14 21:30:24 CEST 2016	christopher.prengel@infinica.com	renamed two tiny zips	7122:0948cceacb15	null
7276:1112881155ce	infinica_5.0	Wed Sep 14 18:41:32 CEST 2016	Matej Kovalik	estmk - logout from WP at the end	7263:8e3c9486da17	null
7275:c6a53791193f	infinica_5.1	Wed Sep 14 18:40:08 CEST 2016	tthonhofer	Merge	7264:358ac9fc85cd	7264:358ac9fc85cd
7274:be4960627e52	infinica_5.1_mschedenig	Wed Sep 14 18:00:18 CEST 2016	mschedenig	All standard PE types are now defined in core module (and - for now - in a duplicate for the impl tests).	7258:fc6f06aab195	null
7273:438ff7fdff1e	infinica_5.1	Wed Sep 14 17:41:46 CEST 2016	totht	#INFC-1565 Widgetilize Building Blocks	null	null
7272:7b060f07eb8a	infinica_5.1	Wed Sep 14 16:56:08 CEST 2016	mleitner	#TD-2303: Can't render template due to IDataStoreBlackBox error	null	null
7271:e2c053d5cf31	infinica_5.1	Wed Sep 14 16:41:46 CEST 2016	Matej Kovalik	js typo	null	null
7270:fd148e2c40bd	infinica_5.1	Wed Sep 14 16:13:40 CEST 2016	Matej Kovalik	Merge from infinica_5.1_mkovalik	7266:287146d2c4d8	7266:287146d2c4d8
7269:c3eaaf3e1c94	infinica_5.1_mkovalik	Wed Sep 14 16:12:18 CEST 2016	Matej Kovalik	Merge from infinica_5.1	7268:1fa639fe0902	7268:1fa639fe0902
7268:1fa639fe0902	infinica_5.1_mkovalik	Wed Sep 14 16:09:37 CEST 2016	Matej Kovalik	WP-851 - Update human tasks meta data	null	null
7267:2f66c2ef0bcc	infinica_5.1_mkovalik	Wed Sep 14 09:53:56 CEST 2016	Matej Kovalik	Merge from infinica_5.1	7233:346107e2a957	7233:346107e2a957
7266:287146d2c4d8	infinica_5.1	Wed Sep 14 15:06:58 CEST 2016	Bogdan Mustiata	InsertionPoints copy their content inside.	null	null
7265:4d072de396a3	infinica_5.1	Wed Sep 14 11:35:33 CEST 2016	Bogdan Mustiata	Adding groups if somewhat functional, with dem widgets.	7256:dad79576fda5	null
7264:358ac9fc85cd	infinica_5.1	Wed Sep 14 17:35:43 CEST 2016	tthonhofer	PE: Added checking for missing inputs to IPDValidator	7203:ec5aed537f5a	null
7263:8e3c9486da17	infinica_5.0	Wed Sep 14 12:31:13 CEST 2016	mleitner	#TD-2300: handle signature form field in Serializer	null	null
7262:cd66e8c4b1ea	infinica_5.0	Wed Sep 14 12:27:22 CEST 2016	mleitner	#TD-2300: handle signature form field in Serializer	null	null
7261:b34316c7f63a	infinica_5.0	Wed Sep 14 12:18:58 CEST 2016	mleitner	#TD-2300: handle signature form field in Serializer	null	null
7260:cd7c6e4b5de2	infinica_5.0	Wed Sep 14 12:10:51 CEST 2016	mleitner	#TD-2300: handle signature form field in Serializer	null	null
7259:4496c0ce9f66	infinica_5.0	Wed Sep 14 11:07:55 CEST 2016	mleitner	#TD-2299: Add signature form field as ModelElement	7255:2ece9a6b1b8f	null
7258:fc6f06aab195	infinica_5.1_mschedenig	Tue Sep 13 19:28:42 CEST 2016	mschedenig	Type fixes and PdfFormReader output type fixes.	null	null
7257:615b39cbe08d	infinica_5.1_mschedenig	Tue Sep 13 17:36:29 CEST 2016	mschedenig	Modularisation of PE data types (in progress).	7232:05fa587570a0	null
7256:dad79576fda5	infinica_5.1	Tue Sep 13 18:21:06 CEST 2016	Matej Kovalik	WP-851 - Update human tasks meta data	7252:ffcca63b316b	null
7255:2ece9a6b1b8f	infinica_5.0	Tue Sep 13 16:25:27 CEST 2016	mleitner	#CP-150: RAL: Other principals are removed when setting ACLs	7250:b9c62524a20a	null
7254:0fff8693ebc8	infinica_5.1_mbranicky	Tue Sep 13 17:14:12 CEST 2016	mbranicky	Merge with infinica_5.1	7253:7b49b009f1ce	7253:7b49b009f1ce
7253:7b49b009f1ce	infinica_5.1_mbranicky	Tue Sep 13 17:13:14 CEST 2016	mbranicky	WP-857 Implement a possibility to manage HT comments	7244:c4e5d6489f88	null
7252:ffcca63b316b	infinica_5.1	Tue Sep 13 16:26:02 CEST 2016	Bogdan Mustiata	Made the insertion add the widgets with a promise.	7247:64c92ac4cf36	null
7251:6429471f2b01	infinica_5.0_tmertes	Tue Sep 13 16:07:44 CEST 2016	tmertes	Merge with infinica_5.0	7249:27550d5dc98b	7249:27550d5dc98b
7250:b9c62524a20a	infinica_5.0	Tue Sep 13 16:06:38 CEST 2016	tmertes	Merge with infinica_5.0_tmertes	7240:dfb2aaec7130	7240:dfb2aaec7130
7249:27550d5dc98b	infinica_5.0_tmertes	Tue Sep 13 16:05:34 CEST 2016	tmertes	Merge with infinica_5.0	7248:7d58d03a4b15	7248:7d58d03a4b15
7248:7d58d03a4b15	infinica_5.0_tmertes	Tue Sep 13 16:04:21 CEST 2016	tmertes	TD-2235: Adaptive document	7211:3103f00bbdba	null
7247:64c92ac4cf36	infinica_5.1	Tue Sep 13 15:49:51 CEST 2016	mschwarz	Replaced deprecated methods with current ones.	null	null
7246:89ada201560a	infinica_5.1	Tue Sep 13 15:39:37 CEST 2016	Matej Kovalik	WP-850 - TaskType provider	null	null
7245:c5f6ad1f2fcd	infinica_5.1	Tue Sep 13 15:17:10 CEST 2016	mbranicky	Merge with infinica_5.1_mbranicky	7241:d37a7d918950	7241:d37a7d918950
7244:c4e5d6489f88	infinica_5.1_mbranicky	Tue Sep 13 15:13:17 CEST 2016	mbranicky	Merge with infinica_5.1	7243:54027df8dd1c	7243:54027df8dd1c
7243:54027df8dd1c	infinica_5.1_mbranicky	Tue Sep 13 15:09:31 CEST 2016	mbranicky	WP-857 Implement a possibility to manage HT comments	null	null
7242:5606d5083e9f	infinica_5.1_mbranicky	Tue Sep 13 15:07:04 CEST 2016	mbranicky	Fix for FTP Human Task - NPE and other improvements.	7198:4a03033578b6	null
7241:d37a7d918950	infinica_5.1	Tue Sep 13 14:52:14 CEST 2016	Matej Kovalik	WP-850 - Implement Task Type provider in Workplace	7239:f5fd344650f5	null
7240:dfb2aaec7130	infinica_5.0	Tue Sep 13 14:00:23 CEST 2016	Bogdan Mustiata	FIX #WP-860 Removed bogus XML escaping.	7231:9681c12afb0a	null
7239:f5fd344650f5	infinica_5.1	Tue Sep 13 13:43:17 CEST 2016	Bogdan Mustiata	Whoops. Moved the definition inside the widget.	null	null
7238:ea9ca00bfc73	infinica_5.1	Tue Sep 13 13:40:15 CEST 2016	Bogdan Mustiata	Removed commented code.	null	null
7237:7d659bcd598f	infinica_5.1	Tue Sep 13 13:38:58 CEST 2016	Bogdan Mustiata	Added insertion points as widgets.	null	null
7236:ab02b47b3477	infinica_5.1	Tue Sep 13 12:06:27 CEST 2016	Bogdan Mustiata	Move the head nodes first into the DOM, before calling setData, so we can get them in widgets.	null	null
7235:47464adea1b3	infinica_5.1	Tue Sep 13 11:16:49 CEST 2016	Bogdan Mustiata	Started work on creating the InsertionPoints as widgets.	null	null
7234:050412562f81	infinica_5.1	Tue Sep 13 13:29:14 CEST 2016	Matej Kovalik	Merge from infinica_5.1_mkovalik	7230:54a1005de278	7230:54a1005de278
7233:346107e2a957	infinica_5.1_mkovalik	Tue Sep 13 13:15:16 CEST 2016	Matej Kovalik	WP-850 - TaskType provider	7229:35d2871a0771	null
7232:05fa587570a0	infinica_5.1_mschedenig	Tue Sep 13 12:21:12 CEST 2016	mschedenig	Fixed handling of type aliases for conversions.	7222:cae67cfe6d79	null
7231:9681c12afb0a	infinica_5.0	Tue Sep 13 11:52:38 CEST 2016	mleitner	#CP-150: RAL: Other principals are removed when setting ACLs (not fixed)	7210:30a5b408d863	null
7230:54a1005de278	infinica_5.1	Tue Sep 13 10:44:25 CEST 2016	Matej Kovalik	Merge from infinica_5.1_mkovalik	7227:4c9e4ce2e685	7227:4c9e4ce2e685
7229:35d2871a0771	infinica_5.1_mkovalik	Tue Sep 13 10:41:37 CEST 2016	Matej Kovalik	Merge from infinica_5.1	7228:6534dc18ba0f	7228:6534dc18ba0f
7228:6534dc18ba0f	infinica_5.1_mkovalik	Tue Sep 13 10:31:10 CEST 2016	Matej Kovalik	WP-855 - Document dependency designer	7186:85d3c1d0423b	null
7227:4c9e4ce2e685	infinica_5.1	Tue Sep 13 10:08:11 CEST 2016	Bogdan Mustiata	Scripts to build the documentation. Updates on hgignore.	null	null
7226:2b34bec74788	infinica_5.1	Tue Sep 13 09:50:06 CEST 2016	Bogdan Mustiata	Added the compiled plugin.	null	null
7225:003bb242eccb	infinica_5.1	Tue Sep 13 09:47:45 CEST 2016	Bogdan Mustiata	Added some scripts.	null	null
7224:037a17c5bbfa	infinica_5.1	Wed Sep 07 14:28:41 CEST 2016	totht	#INFC-1565 Widgetilize Building Blocks	null	null
7223:cb5b0022a585	infinica_5.1	Mon Sep 12 18:24:44 CEST 2016	Bogdan Mustiata	Use icons inside a plugin.	7218:6ba090c55216	null
7222:cae67cfe6d79	infinica_5.1_mschedenig	Mon Sep 12 16:59:05 CEST 2016	mschedenig	Fixes.	null	null
7221:b377b53b7a3a	infinica_5.1_mschedenig	Mon Sep 12 16:58:50 CEST 2016	mschedenig	Fixes.	null	null
7220:b04a3632190f	infinica_5.1_mschedenig	Mon Sep 12 12:58:21 CEST 2016	mschedenig	Merge with infinica_5.1	7219:a152263151a4	7219:a152263151a4
7219:a152263151a4	infinica_5.1_mschedenig	Mon Sep 12 12:57:42 CEST 2016	mschedenig	Variable mapping can now handle multiple target types and conversions.	7175:2d0aab027690	null
7218:6ba090c55216	infinica_5.1	Mon Sep 12 16:41:20 CEST 2016	mleitner	fixed tests	null	null
7217:a08050484d6a	infinica_5.1	Mon Sep 12 16:26:25 CEST 2016	mleitner	#CP-170: insertion point in newly rendered building block - WEBFO	null	null
7216:1b1dbc57928b	infinica_5.1	Mon Sep 12 15:00:03 CEST 2016	mleitner	#CP-167: insertion point in chosen part - WEBFO	null	null
7215:c0b096a41204	infinica_5.1	Mon Sep 12 14:58:51 CEST 2016	mleitner	#CP-168: insertion point in chosen part - IDX	null	null
7214:573ba1cc4a73	infinica_5.1	Mon Sep 12 12:46:05 CEST 2016	mleitner	#CP-167: insertion point in chosen part - ITX	null	null
7213:9d34cae009ff	infinica_5.1	Mon Sep 12 12:42:55 CEST 2016	mleitner	#CP-166: insertion point in template part - WEBFO	null	null
7212:fd97c31f9dee	infinica_5.1	Mon Sep 12 12:28:15 CEST 2016	mleitner	#CP-165: insertion point in template part - ITX	7205:80ac6d4e30b1	null
7211:3103f00bbdba	infinica_5.0_tmertes	Mon Sep 12 15:03:31 CEST 2016	tmertes	Merge with infinica_5.0	7209:4bf3674cff81	7209:4bf3674cff81
7210:30a5b408d863	infinica_5.0	Mon Sep 12 14:57:16 CEST 2016	tmertes	Merge with infinica_5.0_tmertes	7182:a3f1ede16aaf	7182:a3f1ede16aaf
7209:4bf3674cff81	infinica_5.0_tmertes	Mon Sep 12 14:56:09 CEST 2016	tmertes	Merge with infinica_5.0	7208:566ab1e7980f	7208:566ab1e7980f
7208:566ab1e7980f	infinica_5.0_tmertes	Mon Sep 12 14:54:57 CEST 2016	tmertes	TD-2294: Analyse and improve document performance with mass tables.	null	null
7207:e82b19e31051	infinica_5.0_tmertes	Fri Sep 09 11:39:47 CEST 2016	tmertes	Merge with infinica_5.0	7126:8fbcc42f79f7	7126:8fbcc42f79f7
7206:f0e8a6a67f1b	infinica_5.1_tmertes	Wed Sep 07 09:28:39 CEST 2016	tmertes	Merge with infinica_5.1	7098:c360dbf13945	7098:c360dbf13945
7205:80ac6d4e30b1	infinica_5.1	Mon Sep 12 14:32:24 CEST 2016	Bogdan Mustiata	Don't put the sourcemaps in, for Compass, since Edge seems to choke on them.	null	null
7204:a52faff4af73	infinica_5.1	Mon Sep 12 12:19:17 CEST 2016	Bogdan Mustiata	Fix #INFC-1549. On adding replies, the textarea shouldn't yield scrollbars.	null	null
7203:ec5aed537f5a	infinica_5.1	Mon Sep 12 13:59:03 CEST 2016	tthonhofer	Merge with infinica_5.1_tthonhofer	7199:ac50a5ffd449	7199:ac50a5ffd449
7202:0659aeafc8ba	infinica_5.1_tthonhofer	Mon Sep 12 13:46:43 CEST 2016	tthonhofer	PE: Generated new SOAP server stub	null	null
7201:d080832a3c42	infinica_5.1_tthonhofer	Mon Sep 12 11:26:16 CEST 2016	tthonhofer	Merge with infinica_5.1	7200:dcb11b1ba8a3	7200:dcb11b1ba8a3
7200:dcb11b1ba8a3	infinica_5.1_tthonhofer	Mon Sep 12 11:23:17 CEST 2016	tthonhofer	Fixed Nullpointer in PD when retrieving TaskTypes	7155:794135172045	null
7199:ac50a5ffd449	infinica_5.1	Mon Sep 12 10:59:39 CEST 2016	mbranicky	Merge with infinica_5.1_mbranicky	7196:e8618506108b	7196:e8618506108b
7198:4a03033578b6	infinica_5.1_mbranicky	Mon Sep 12 10:57:42 CEST 2016	mbranicky	Merge with infinica_5.1	7197:e9b9fdaea1c6	7197:e9b9fdaea1c6
7197:e9b9fdaea1c6	infinica_5.1_mbranicky	Mon Sep 12 10:56:20 CEST 2016	mbranicky	Wrongly encoded file names (in fact duplicates) removed.	7194:c8c7f7f53008	null
7196:e8618506108b	infinica_5.1	Mon Sep 12 10:29:57 CEST 2016	Michal Oravec	Merge	7195:ce7bd8da4f8d	7195:ce7bd8da4f8d
7195:ce7bd8da4f8d	infinica_5.1	Mon Sep 12 10:23:16 CEST 2016	Michal Oravec	WP feature renamed	7080:f30e2a6fc40d	null
7194:c8c7f7f53008	infinica_5.1_mbranicky	Mon Sep 12 10:16:05 CEST 2016	mbranicky	WP-846 Implement a backend logic for FTP operations - DE translations.	null	null
7193:35a7b6c1dd43	infinica_5.1_mbranicky	Mon Sep 12 09:48:54 CEST 2016	mbranicky	WP-846 Implement a backend logic for FTP operations - finished except of missing DE translations.	null	null
7192:74e9e000d051	infinica_5.1_mbranicky	Fri Sep 09 17:08:54 CEST 2016	mbranicky	WP-846 Implement a backend logic for FTP operations - error notifications still missing.	7181:675cf8126bfb	null
7191:72a11873d6f7	infinica_5.1	Fri Sep 09 16:37:51 CEST 2016	Bogdan Mustiata	Recompiled CKEditor.	null	null
7190:e451f5491ca8	infinica_5.1	Fri Sep 09 16:36:15 CEST 2016	Bogdan Mustiata	Related #INFC-1466. Use afterInit for initializing the plugins.	null	null
7189:e537a1e1e7b8	infinica_5.1	Fri Sep 09 15:11:58 CEST 2016	Bogdan Mustiata	Fix #INFC-1466. No right margin for resizing.	null	null
7188:d515f4844e09	infinica_5.1	Fri Sep 09 15:09:00 CEST 2016	Bogdan Mustiata	Fix #INFC-1466 allow resizing the table borders.	null	null
7187:ccbbbeec2367	infinica_5.1	Fri Sep 09 12:38:35 CEST 2016	Matej Kovalik	Merge from infinica_5.1_mkovalik	7183:bb5ad1f0c141	7183:bb5ad1f0c141
7186:85d3c1d0423b	infinica_5.1_mkovalik	Fri Sep 09 12:33:31 CEST 2016	Matej Kovalik	Merge from infinica_5.1	7185:47838d9e2f48	7185:47838d9e2f48
7185:47838d9e2f48	infinica_5.1_mkovalik	Fri Sep 09 12:29:16 CEST 2016	Matej Kovalik	WP-850 - Implement Task Type provider in WP	null	null
7184:36a43f4aa22a	infinica_5.1_mkovalik	Thu Sep 08 10:07:46 CEST 2016	Matej Kovalik	Merge from infinica_5.1	7115:fba59d719832	7115:fba59d719832
7183:bb5ad1f0c141	infinica_5.1	Fri Sep 09 11:33:12 CEST 2016	Bogdan Mustiata	Merge	7176:0ff6d8e1337b	7176:0ff6d8e1337b
7182:a3f1ede16aaf	infinica_5.0	Fri Sep 09 11:23:31 CEST 2016	Bogdan Mustiata	Don't cleanup contenteditable attributes in head nodes.	7160:609668ba0f13	null
7181:675cf8126bfb	infinica_5.1_mbranicky	Fri Sep 09 09:09:06 CEST 2016	mbranicky	Vaadin Spreadsheet license set to FINAL.	null	null
7180:9f062e219e63	infinica_5.1_mbranicky	Fri Sep 09 09:08:25 CEST 2016	mbranicky	Autowired property moved to constructor parameter.	null	null
7179:787357db27bc	infinica_5.1_mbranicky	Fri Sep 09 08:57:17 CEST 2016	Marek Branicky	Merge with infinica_5.1	7178:b9e5766e7fa4	7178:b9e5766e7fa4
7178:b9e5766e7fa4	infinica_5.1_mbranicky	Fri Sep 09 08:55:15 CEST 2016	mbranicky	WP-846 Implement a backend logic for FTP operations - unfinished	null	null
7176:0ff6d8e1337b	infinica_5.1	Thu Sep 08 23:44:04 CEST 2016	mschedenig	Merge with infinica_5.1_mschedenig	7173:ccc95fcc001f	7173:ccc95fcc001f
7175:2d0aab027690	infinica_5.1_mschedenig	Thu Sep 08 20:11:20 CEST 2016	mschedenig	Output parameter validation.	null	null
7174:988b779f6e1a	infinica_5.1_mschedenig	Thu Sep 08 17:47:44 CEST 2016	mschedenig	Validation of activity input parameter quantities and custom named parameters.	7172:69af3004cf61	null
7173:ccc95fcc001f	infinica_5.1	Thu Sep 08 16:59:21 CEST 2016	mschedenig	Merge with infinica_5.1_mschedenig	7162:bfbb7ed6a7ba	7162:bfbb7ed6a7ba
7172:69af3004cf61	infinica_5.1_mschedenig	Thu Sep 08 16:55:31 CEST 2016	mschedenig	Merge with infinica_5.1	7171:c5accb9966c0	7171:c5accb9966c0
7171:c5accb9966c0	infinica_5.1_mschedenig	Thu Sep 08 16:54:59 CEST 2016	mschedenig	Fixed tons of interfaces and webservice stuff.	null	null
7170:46415a5463de	infinica_5.1_mschedenig	Thu Sep 08 13:06:08 CEST 2016	mschedenig	Merge with infinica_5.1	7165:a11e675b4d13	7165:a11e675b4d13
7169:e33891b28526	infinica_5.1	Thu Sep 08 13:05:40 CEST 2016	mschedenig	Merge	7168:a32e2cf08014	7168:a32e2cf08014
7168:a32e2cf08014	infinica_5.1	Thu Sep 08 13:05:04 CEST 2016	mschedenig	Implemented default values for activity parameters.	null	null
7167:92246a830918	infinica_5.1	Thu Sep 08 01:25:09 CEST 2016	mschedenig	Merge	7166:61a6f36e193a	7166:61a6f36e193a
7166:61a6f36e193a	infinica_5.1	Thu Sep 08 01:23:31 CEST 2016	mschedenig	Merge with infinica_5.1_mschedenig	7144:8cfc69901ca0	7144:8cfc69901ca0
7165:a11e675b4d13	infinica_5.1_mschedenig	Thu Sep 08 01:22:43 CEST 2016	mschedenig	Removed target classes.	null	null
7164:5e7c8f10187d	infinica_5.1_mschedenig	Wed Sep 07 20:57:33 CEST 2016	mschedenig	(Nearly) finished porting the core module to the new activity API.	null	null
7163:50962e665702	infinica_5.1_mschedenig	Wed Sep 07 18:46:43 CEST 2016	mschedenig	Merge with infinica_5.1	7145:44eadafd7deb	7145:44eadafd7deb
7162:bfbb7ed6a7ba	infinica_5.1	Thu Sep 08 15:27:11 CEST 2016	Bogdan Mustiata	Fix #INFC-1551: Fixed i18n messages for che context menu.	null	null
7161:1a7de8274221	infinica_5.1	Thu Sep 08 14:57:08 CEST 2016	Bogdan Mustiata	Merge with infinica_5.0	7159:bf8258a6a5a6	7159:bf8258a6a5a6
7160:609668ba0f13	infinica_5.0	Thu Sep 08 14:55:26 CEST 2016	Bogdan Mustiata	Fix #INFC-1564: Added dimensions dependency.	7151:7a6a1eb76118	null
7159:bf8258a6a5a6	infinica_5.1	Thu Sep 08 14:51:06 CEST 2016	Bogdan Mustiata	Open Browser with retries.	null	null
7158:583d2bcd9afc	infinica_5.1	Thu Sep 08 14:24:16 CEST 2016	Bogdan Mustiata	Fix #INFC-1557. Added tests for left and right static page content.	7153:cb218d4bfc8f	null
7157:aabd9c53f1a1	infinica_5.0_tthonhofer	Thu Sep 08 14:15:42 CEST 2016	tthonhofer	Merge with infinica_5.1	7156:723db278dda7	7156:723db278dda7
7156:723db278dda7	infinica_5.0_tthonhofer	Thu Sep 08 14:11:18 CEST 2016	tthonhofer	Fixed data field display issues	7071:66947f2fdfbd	null
7155:794135172045	infinica_5.1_tthonhofer	Sun Sep 11 20:28:04 CEST 2016	tthonhofer	Extended process execution manager API with getTaskManager	null	null
7154:a29ab25b67a7	infinica_5.1_tthonhofer	Thu Sep 08 14:18:03 CEST 2016	tthonhofer	Merge with infinica_5.1	7133:721ff0a75c59	7133:721ff0a75c59
7153:cb218d4bfc8f	infinica_5.1	Thu Sep 08 14:09:31 CEST 2016	tthonhofer	Merge	7147:a59f5df0c02b	7147:a59f5df0c02b
7152:3bb9e6603625	infinica_5.1	Thu Sep 08 13:32:18 CEST 2016	Bogdan Mustiata	Merge with infinica_5.0	7150:17e96c9d14a6	7150:17e96c9d14a6
